RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,INTFREQ,INTFREQ_COLLAPSED,RADIO,NHISLL,RELIGCAT1,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
16279.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-03-08,2025-03-08,Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Just meet my basic expenses,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Unaffiliated,Some College,Yes,Something else,The Democratic Party,Dem/Lean Dem,Yes,White,Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,Another candidate,"$70,000 to less than $100,000",West,Metropolitan,0.1774981600916267,0.10479487042750144
3620.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-23,2025-02-23,Good,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,Yes,Unaffiliated,Some College,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Midwest,Metropolitan,0.401100236550262,0.4355714564039067
15765.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-15,2025-03-15,Good,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,No,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,Yes,White,Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",South,Metropolitan,0.802200473100524,0.5330949205167188
867.0,Online,Spanish,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-03-05,2025-03-05,Good,Better,Urban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Catholic,H.S. graduate or less,No,Democrat,,Dem/Lean Dem,Yes,Black or African-American,Hispanic,25-29,18-29,U.S. - Puerto Rico,In some other way,4,No,,"Less than $30,000",South,Metropolitan,0.5774466377384035,2.996882231653951
16408.0,Online,English,English,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",2025-02-28,2025-02-28,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"Yes, self",No,Several times a week,Daily or several times a week,Yes,No,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",South,Metropolitan,0.391565420857087,0.15952110656842505
485.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Good,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",South,Metropolitan,0.802200473100524,0.4528381902648614
75.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",West,Metropolitan,1.604400946201048,1.2305313692469513
6856.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Poor,Worse,Rural,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,About once a day,Daily or several times a week,Yes,No,Protestant,H.S. graduate or less,Yes,Something else,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,U.S. - other territory,A woman,1,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",South,Non-metropolitan,0.802200473100524,0.5757604544737314
15086.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-02,2025-05-02,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",Midwest,Metropolitan,2.4066014193015723,1.590725353251459
14813.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$50,000 to less than $70,000",South,Non-metropolitan,0.401100236550262,0.12118076346105111
9796.0,Paper,English,,"9 = Remaining CBG, 65%+ HS or less",2025-05-13,2025-05-13,Good,Better,Rural,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",Yes,About once a day,Daily or several times a week,Yes,No,Protestant,Some College,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",South,Non-metropolitan,0.9018011921354439,0.36125753064116306
4799.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-13,2025-03-13,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",Midwest,Non-metropolitan,1.604400946201048,0.36650356924135247
3425.0,Paper,English,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-15,2025-05-15,Good,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","Less than $30,000",West,Metropolitan,0.3549963201832534,0.33040657177212657
15910.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-15,2025-05-15,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Yes,Several times a day,Several times a day,Yes,Yes,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",South,Non-metropolitan,1.604400946201048,1.002865322818431
17027.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,Several times a day,Several times a day,No,No,Protestant,College graduate+,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Refused,Refused,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",South,Metropolitan,0.802200473100524,0.6973445051308811
12783.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,Yes,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",West,Metropolitan,1.604400946201048,1.344583946032193
342.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-26,2025-02-26,Poor,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",West,Metropolitan,0.401100236550262,0.2912293348860781
11627.0,Online,Spanish,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-03-11,2025-03-11,Poor,About the same,Urban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Catholic,H.S. graduate or less,Not sure,Independent,Refused/Web blank,DK/Refused/No lean,Yes,Refused,Hispanic,40-44,30-49,Another country (please specify):,A woman,4,Yes,Refused/Web blank,"$40,000 to less than $50,000",West,Metropolitan,0.5774466377384035,1.8482947731206762
5025.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Protestant,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",South,Metropolitan,0.802200473100524,0.5229709254596889
11503.0,Paper,English,,"3 = 75%+ Black non-Hispanic, 65%+ HS or less",2025-05-16,2025-05-16,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,No difference,Just meet my basic expenses,"Yes, someone else in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,Some College,Yes,Independent,Refused/Web blank,DK/Refused/No lean,No,Black or African-American,Black non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",South,Metropolitan,0.47143787556725875,0.34059517576312714
2955.0,Paper,English,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-09,2025-05-09,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,H.S. graduate or less,Not sure,Independent,The Republican Party,Rep/Lean Rep,Yes,White,Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A man,3,No,,"Less than $30,000",South,Metropolitan,0.5324944802748801,3.2325818495309893
15254.0,Paper,English,,"4 = 75%+ Black non-Hispanic, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,Yes,Protestant,Some College,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Black or African-American,Black non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",Northeast,Metropolitan,1.6815511175595308,1.9722995798182732
1990.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Excellent,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",South,Metropolitan,1.604400946201048,0.5084560020428105
3432.0,Paper,English,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-19,2025-05-19,Excellent,Better,Rural,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Don't even have enough to meet basic expenses,"Yes, self",Yes,Almost constantly,Almost constantly,Yes,No,Refused,Some College,Yes,Independent,Refused/Web blank,DK/Refused/No lean,No,Mixed Race,Other,45-49,30-49,Refused/Web blank,A man,4,Yes,Another candidate,"$150,000 or more",West,Metropolitan,0.5324944802748801,0.2928088957961531
7486.0,Online,English,English,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-03-03,2025-03-03,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Unaffiliated,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",West,Metropolitan,0.577363668715013,0.6075719374985181
690.0,Online,English,English,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",2025-03-01,2025-03-01,Good,Better,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Other,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Northeast,Metropolitan,0.16016429921434563,0.1536091107641571
3731.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-15,2025-05-15,Only fair,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Refused/Web blank,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,Yes,Catholic,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,Another candidate,Refused/Web blank,Northeast,Metropolitan,1.604400946201048,0.506470850088825
912.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-03,2025-03-03,Only fair,Better,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,About once a day,Daily or several times a week,No,No,Catholic,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","Less than $30,000",Midwest,Metropolitan,0.802200473100524,0.5018087639763069
8314.0,Phone,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-03-31,2025-03-31,Good,About the same,Urban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Just meet my basic expenses,"No, nobody in household",No,I do not use the internet,Less often or does not use the internet,Yes,No,Protestant,H.S. graduate or less,Yes,Refused/Web blank,Refused/Web blank,DK/Refused/No lean,No,Black or African-American,Black non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","Less than $30,000",South,Non-metropolitan,0.9018011921354439,1.01593700517119
16055.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-06-16,2025-06-16,Good,Better,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$150,000 or more",Midwest,Metropolitan,1.604400946201048,1.4065815108647932
17116.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-01,2025-05-01,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"Yes, someone else in household",Yes,Almost constantly,Almost constantly,Yes,Yes,Protestant,College graduate+,Yes,Independent,Refused/Web blank,DK/Refused/No lean,Yes,White,Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",South,Metropolitan,1.604400946201048,0.9012868545887285
12085.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,Some College,Yes,Democrat,,Dem/Lean Dem,Yes,Mixed Race,Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",West,Metropolitan,1.604400946201048,0.5956727571975111
8592.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-27,2025-05-27,Only fair,Better,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Catholic,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",Northeast,Metropolitan,1.604400946201048,1.703798106792469
16586.0,Paper,English,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-21,2025-05-21,Good,Better,Urban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",No,I do not use the internet,Less often or does not use the internet,Refused/Web blank,No,Catholic,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,Yes,Some other Race,Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,Refused/Web blank,Yes,"Donald Trump, the Republican","Less than $30,000",South,Metropolitan,0.7699288503178715,0.819302575029442
9743.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-21,2025-05-21,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,Yes,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,Yes,White,Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,Another candidate,"$125,000 to less than $150,000",West,Metropolitan,1.604400946201048,0.27265837519843034
15670.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-25,2025-03-25,Good,Better,Rural,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,No,Refused/Web blank,Refused/Web blank,DK/Refused/No lean,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,No,,"$30,000 to less than $40,000",Midwest,Metropolitan,0.802200473100524,0.9592139080437576
18488.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-27,2025-05-27,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,Some College,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,5 or more,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Northeast,Metropolitan,2.4066014193015723,1.4485162258245745
3161.0,Paper,English,,"9 = Remaining CBG, 65%+ HS or less",2025-05-06,2025-05-06,Good,Better,Rural,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,Another country (please specify):,A woman,3,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",Midwest,Non-metropolitan,1.3527017882031658,0.5313395389380436
7269.0,Paper,Spanish,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-06-06,2025-06-06,Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,Some College,Not sure,Independent,The Democratic Party,Dem/Lean Dem,Yes,Refused,Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A man,4,No,,"$30,000 to less than $40,000",West,Metropolitan,0.5324944802748801,1.988362723143813
5395.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-23,2025-02-23,Good,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$125,000 to less than $150,000",Northeast,Metropolitan,0.802200473100524,0.6183538760015976
12039.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-03-15,2025-03-15,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,No,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$125,000 to less than $150,000",South,Metropolitan,0.4509005960677219,0.26578201758072995
14223.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-03-20,2025-03-20,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,Almost constantly,Almost constantly,No,No,Unaffiliated,Some College,No,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A woman,2,No,,"$125,000 to less than $150,000",South,Metropolitan,0.4509005960677219,1.3041476360561066
12086.0,Paper,English,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,Some College,No,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",West,Metropolitan,1.154893275476807,0.7197261014515637
198.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"Yes, self",Yes,Almost constantly,Almost constantly,Yes,No,Other,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",West,Metropolitan,1.604400946201048,0.546676862455108
16695.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-03-08,2025-03-08,Poor,Better,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Less often,Less often or does not use the internet,Yes,No,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,Yes,White,Hispanic,75-79,65+,U.S. - other territory,A woman,1,Yes,Refused/Web blank,"Less than $30,000",West,Metropolitan,0.08874908004581335,0.1370891443690798
11046.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-27,2025-05-27,Good,Better,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Other,College graduate+,No,Independent,The Democratic Party,Dem/Lean Dem,No,Asian or Asian-American,Asian non-Hispanic,30-34,30-49,Another country (please specify):,A woman,Refused/Web blank,No,,"Less than $30,000",Midwest,Metropolitan,1.604400946201048,2.605798137660982
5382.0,Online,English,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-02-28,2025-02-28,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,No,No,Unaffiliated,Some College,No,Something else,The Democratic Party,Dem/Lean Dem,Yes,White,Hispanic,70-74,65+,U.S. - Puerto Rico,A man,2,No,,"Less than $30,000",Northeast,Metropolitan,0.38496442515893575,0.4252754818878047
